Date,Last,diff_24h,diff_per_24h,Open,High,Low,Close,Volume
2019/1/26,3599.77 ,2.69,0.074726996,3599.72,3654.93,3593.35,3602.46,5098183235
2019/1/27,3602.46 ,-18.49,-0.513260383,3604.69,3612.67,3567.25,3583.97,5570752966
2019/1/28,3583.97 ,-113.52,-3.167437227,3584.28,3586.75,3439.23,3470.45,6908930483
2019/1/29,3470.45 ,-22.33,-0.643432408,3468.87,3476.07,3400.82,3448.12,5897159493
2019/1/30,3448.12 ,38.06,1.103789891,3443.9,3495.17,3429.39,3486.18,5955112627
2019/1/31,3486.18 ,-28.39,-0.814358409,3485.41,3504.8,3447.92,3457.79,5831198271
2019/2/1,3457.79 ,30.16,0.872233421,3460.55,3501.95,3431.59,3487.95,5422926707
2019/2/2,3487.95 ,33.11,0.949268195,3484.63,3523.29,3467.57,3521.06,5071623601
2019/2/3,3521.06 ,-57.05,-1.62025072,3516.14,3521.39,3447.92,3464.01,5043937584
2019/2/4,3464.01 ,-4.86,-0.140299826,3467.21,3476.22,3442.59,3459.15,5332718886
2019/2/5,3459.15 ,7.21,0.208432707,3454.95,3478.15,3451.94,3466.36,5227549545
2019/2/6,3466.36 ,-52.59,-1.51715344,3469.09,3469.09,3398.57,3413.77,5482196038
2019/2/7,3413.77 ,-14.3,-0.418891724,3414.93,3427.95,3394.22,3399.47,5004962683
2019/2/8,3399.47 ,267.31,7.863284571,3401.38,3695.61,3391.02,3666.78,7735623101
2019/2/9,3666.78 ,4.42,0.120541729,3671.59,3679.94,3646.56,3671.2,6158833645
2019/2/10,3671.20 ,18.99,0.517269558,3673.2,3695.04,3640.98,3690.19,6282256903
2019/2/11,3690.19 ,-41.76,-1.131649048,3695.61,3695.61,3642.29,3648.43,6277056434
2019/2/12,3648.43 ,5.1,0.139786155,3642.75,3668.59,3618.56,3653.53,6480384532
2019/2/13,3653.53 ,-21.46,-0.587377139,3653.6,3669.75,3617.25,3632.07,6438903823
2019/2/14,3632.07 ,-15.19,-0.418218812,3631.17,3646.26,3607.7,3616.88,6271044418
2019/2/15,3616.88 ,3.93,0.108657185,3617.37,3647.8,3608.21,3620.81,6091952231
2019/2/16,3620.81 ,8.98,0.248010804,3615.27,3652.84,3615.27,3629.79,5934744052
2019/2/17,3629.79 ,44.05,1.213568829,3633.36,3680.54,3619.18,3673.84,7039512503
